blind_pair_id	pair_sha256	origin_cohort	origin_blind_pair_id
BDBAGG_V112_001377	8bc1e19b7c98852438b0de59d3571f17f3bbbc4d3b5d56dec210407d5f0450bb	v1.11	BDBALL_V111_000341
BDBAGG_V112_001378	c79f29f582ab9455343740be5495dd954e3bf94ba3f27dd00fe5c9c13038e7df	v1.9	BDBPAT_V19_003027
BDBAGG_V112_001379	9fd6652c59c61a580693e7f9cb635a065404aaeaa503d3a32bf191682e9efe18	v1.11	BDBALL_V111_000543
BDBAGG_V112_001380	2c79ead3a16cc5d53f01000c21a427d72d6f7114d46f8a3c6516c4b7eb15893b	v1.9	BDBPAT_V19_000661
BDBAGG_V112_001381	571d4dea63c6004f481c2f4cfd1ee7c17a576906bd91ce3e4298182e63950d46	v1.11	BDBALL_V111_000346
BDBAGG_V112_001382	5272c6e2389047ab733a67e3557e7bfe2f2e0d3bf1e30d33d5b221a400aefcd6	v1.9	BDBPAT_V19_001282
BDBAGG_V112_001383	99b5c3525f6878b88d44ab1a37f7331c726d2fa3517cd5573e78c05b696b8813	v1.10	BDBPAT_V110_002226
BDBAGG_V112_001384	2470ae5f6ed93c45c6528d77859b32ff5fae663e7c0ce4d09e5239803e704142	v1.10	BDBPAT_V110_002424
BDBAGG_V112_001385	869ae0c2d7e1ebd8f2aa68752b71babc082285a2a91ee85d7c55fc58a14cd3a5	v1.11	BDBALL_V111_000747
BDBAGG_V112_001386	5595bb57ce871bb3ad41b5dbdbad6829f79d586a7664e418c02935ec3831512d	v1.10	BDBPAT_V110_001070
BDBAGG_V112_001387	7c8448cea4354cd277a36862ceaf03c79ed1d18ac97a94775b78830777d9bdd9	v1.9	BDBPAT_V19_001923
BDBAGG_V112_001388	9e839738049ef0e0b65ce4bbce4ad650e0679c4468c8c310befa02bc0989ed79	v1.11	BDBALL_V111_000587
BDBAGG_V112_001389	8ccc04f7c22b4096bcdc2c93474337808c7316f6b7323ac88bd378d24a0d9414	v1.9	BDBPAT_V19_002155
BDBAGG_V112_001390	0b10b39d8f19556dffda8f807ab2da0779150d9b509756e888d35ffc0ad98289	v1.11	BDBALL_V111_000139
BDBAGG_V112_001391	eb0ff48b2d94f3a6ddf3816bb6919ff9217f92ce3842a4506a28d4ddfa22173e	v1.10	BDBPAT_V110_001206
BDBAGG_V112_001392	ac9aa37f8ef5611dac1d32d2f9a03f6a30a9a2043241438de407f1d832b32b76	v1.11	BDBALL_V111_000971
BDBAGG_V112_001393	a76dfdd4729ad05a995f0ff31c669ce34e72b0dffbc14512764f0bcd0bcd8269	v1.11	BDBALL_V111_000524
BDBAGG_V112_001394	34fac4f9f55e8d79958317ca537c5d9e516fe7803d84267b9dec72d1f71373f4	v1.10	BDBPAT_V110_000302
BDBAGG_V112_001395	e032cd2d28c4fc7d22aec72f8a910aa3dcf0a7e1cf2b6b809db016e8807f8c50	v1.11	BDBALL_V111_000713
BDBAGG_V112_001396	a120073f5f654e218ac6f2b120d853f001fd783537a57ca7b595604e4bd06fa2	v1.11	BDBALL_V111_000908
BDBAGG_V112_001397	2fab5613fbad7ca252533eb492e30287c84233592112b0351526db118acb670c	v1.10	BDBPAT_V110_001308
BDBAGG_V112_001398	3150cdb0601d6f86cbfb746666d133386ba6f3b7ca8f0166f0a96cef848ac2a6	v1.11	BDBALL_V111_000379
BDBAGG_V112_001399	a557375fcad28661e3cf9b986e16d49d67dae0855255297e15950ba8a236a6a1	v1.11	BDBALL_V111_000195
BDBAGG_V112_001400	a23a0967080ad451f1db895d4206a954b76015dfb6375c13bf4cde6973340d3f	v1.10	BDBPAT_V110_001752
BDBAGG_V112_001401	398b3ead805ed7c3384d670903ccfe49d30f51c7062f0d78be641141f90297f5	v1.11	BDBALL_V111_001044
BDBAGG_V112_001402	f31de498076d6ee2013a431430b8ee7d7241fb07904b6f9c0e65b7e0317e197a	v1.10	BDBPAT_V110_000949
BDBAGG_V112_001403	1452442a6aa97672fa20cee16d49a45b7b29f5e5a017258829d7348c894a2c79	v1.11	BDBALL_V111_000876
BDBAGG_V112_001404	b8c649b10693a11f9e0cb27846d73ea5ae7ad1a4314f50c22a7d7f526980f3f4	v1.9	BDBPAT_V19_002819
BDBAGG_V112_001405	121aa5a23ab9f771ea270a6d977a3f14138e49672fbb2f4cd5439253497ae4f1	v1.10	BDBPAT_V110_000503
BDBAGG_V112_001406	60116098c65eb9d610287dcbd0bd638b298591508abbeda00493d3cdcf447714	v1.11	BDBALL_V111_000906
BDBAGG_V112_001407	1b18fd755fade6bc9beed5384718f50d8ed5fb78a1687376bed4bd627b3fc853	v1.10	BDBPAT_V110_000783
BDBAGG_V112_001408	ef734b472dde717947ee3e9ad7a063a3b245e32483d206ce55c040f6ad7c93d9	v1.9	BDBPAT_V19_003653
BDBAGG_V112_001409	e17126e3e44d730a6dee2943d797832024f37c45b3bef1878c310503d04fe980	v1.9	BDBPAT_V19_003416
BDBAGG_V112_001410	44e90e6668b909c51bfa0c748d3db5f5aea028353a4573c47ff1defbada02507	v1.10	BDBPAT_V110_001233
BDBAGG_V112_001411	87c63ffb7dd425f90a066464880d83a2cadee67974bb4d8380238933454501cf	v1.11	BDBALL_V111_000517
BDBAGG_V112_001412	157f2198a011b977f1e1b17ca65d8d8fc67e627e14b0908d99f6856cef94f76a	v1.11	BDBALL_V111_000891
BDBAGG_V112_001413	027c1a22eadf68ca1cd75ea5b6aa76bd90a6291445c525388e44d9cd9ae5cd0a	v1.9	BDBPAT_V19_000044
BDBAGG_V112_001414	97db4a286476d450ce359fe651dd9627d91012f8cb1fa7fce6a813122a46a1d2	v1.11	BDBALL_V111_000781
BDBAGG_V112_001415	97bc1a68800560d2fb04f3caaf125f18f8d1c7492c5edc252d60d99a7a354f71	v1.10	BDBPAT_V110_000537
BDBAGG_V112_001416	e288a7e9422b48f8593b528eae93b794f7cd81d6abd53161beda74baf434fad0	v1.11	BDBALL_V111_000197
BDBAGG_V112_001417	7472f0868c798371dbba59546dc27e1a863132951f27d7030fff9968b28ce524	v1.9	BDBPAT_V19_001790
BDBAGG_V112_001418	2ead54aef42971433841b41ed6cb94c046708c6ce6c6917b4dedce53f69e9df8	v1.10	BDBPAT_V110_001356
BDBAGG_V112_001419	1bdde2e16622d2835997d930b9dabad39f1752b3092e2464239c53a068676da3	v1.10	BDBPAT_V110_001891
BDBAGG_V112_001420	042623e3f386febacb5c5042a7abf5d53f5e634dc1158a0d2dfa1af048c542bb	v1.11	BDBALL_V111_000404
BDBAGG_V112_001421	4af1d20867d6b4e3f7343a1555769a8571a933446b5e5a1df1c328af71b253ef	v1.9	BDBPAT_V19_001151
BDBAGG_V112_001422	6f0ed41bf87883d083b8a0613d4abe678a54897725b7efade7979456ddd8ec80	v1.9	BDBPAT_V19_001713
BDBAGG_V112_001423	bd539d326ddbc6e282a1356b10eb8d92fc85a919c59ee85ecf86160066ab96b1	v1.9	BDBPAT_V19_002875
BDBAGG_V112_001424	57aefb8fc2f6eeaf3a82cf811470db3b7bacb0ec34c3ba1a2786a28a2b01908a	v1.10	BDBPAT_V110_001680
BDBAGG_V112_001425	3b5aa665f9b13dd6b82dd039be344013db622627294d67221fce58738b964f06	v1.10	BDBPAT_V110_001166
BDBAGG_V112_001426	06dbdf49782462468d84ca9a0488fdc7454ce8e55181946e00582b5121d1260b	v1.10	BDBPAT_V110_000456
BDBAGG_V112_001427	4abd307128d81f7ed6d52a90925c65aedea4010542852e32e297f2e07bf3d720	v1.9	BDBPAT_V19_001149
BDBAGG_V112_001428	320e278adb253c55db43cdbed72c88ae7484608e478c49df779066de0851bf14	v1.9	BDBPAT_V19_000752
BDBAGG_V112_001429	b73840993950d3555b8017fc937697e1d33d8e3c34d974817ec867d57703f157	v1.10	BDBPAT_V110_000690
BDBAGG_V112_001430	fbed47ad3d2f9d283991250b0cb600494a130f617f57ef7aec8e46c9ac1518ec	v1.10	BDBPAT_V110_002220
BDBAGG_V112_001431	28a4b50735f0f2651334a161706d22a73e9a2d2d33e529c9de56e39b2988cffb	v1.11	BDBALL_V111_000290
BDBAGG_V112_001432	e60fad9b8691b863b572568aa3534845bb75a708fe760a32941410087848665a	v1.9	BDBPAT_V19_003497
BDBAGG_V112_001433	9b5d5ac2ccb026425cdfcbdb0d524d232b4887dbf725a884dfd5aaf19dc79fa8	v1.10	BDBPAT_V110_001176
BDBAGG_V112_001434	b4b4b2f96ea7ec8a72c7b6081cf2a1695d3d448c469ddd1b3ae7310324139874	v1.11	BDBALL_V111_000707
BDBAGG_V112_001435	460d10fd1c3f374af5db520b04c0a97c5b099ca80a84cc37da7a3ae3d2594d60	v1.9	BDBPAT_V19_001060
BDBAGG_V112_001436	1bed5a611a31c55ae3f4bc4894a4b2ecc7723e6070cddf5a318d917ca8a89eaf	v1.10	BDBPAT_V110_000822
BDBAGG_V112_001437	088dc2ac7c1cfe252a5083abef5eccc68ac453fdf7234f90f7523144db33b9ed	v1.11	BDBALL_V111_000672
BDBAGG_V112_001438	075c14885d2482bec5593d227a632a6cbbcb2ed7b3f8e1c7286519eb396252e7	v1.10	BDBPAT_V110_000124
BDBAGG_V112_001439	73c3455185f5c992392f836abb6202e2010400d0f54cf2a9fcca96d3025d57cc	v1.11	BDBALL_V111_001031
BDBAGG_V112_001440	20b5e84f063a3dda657acd72b5d2f77fff981cc3b75e840d478385fd648b7e22	v1.10	BDBPAT_V110_000399
BDBAGG_V112_001441	82f87027c35579e5676f68a9d4fa6a23fa57b14de1fddb9ba00f3f166c39ed96	v1.9	BDBPAT_V19_002006
BDBAGG_V112_001442	706c98147b7d6d6954d002d3d99bbfe78a5e0327bbbe5bcdaa20e393f02976f2	v1.10	BDBPAT_V110_001851
BDBAGG_V112_001443	5e2f2e4674139254a0a74bd56b902f74b69859bece13c08b9ec3e87a2442db74	v1.10	BDBPAT_V110_001880
BDBAGG_V112_001444	4001d80dbfee5fc044f7bb801d5c92671b7f764f5dc3ff951f64468d79753d3e	v1.10	BDBPAT_V110_000572
BDBAGG_V112_001445	16520c1ca7ead250a029b2f380306ecc48c7154f475228d6c3b00228dfee6b9e	v1.11	BDBALL_V111_000590
BDBAGG_V112_001446	61ffc023d4d5160412c0c8b2da9dc3b119978f7a06ccf1bf8c58dbfe7df73b35	v1.9	BDBPAT_V19_001528
BDBAGG_V112_001447	72e2448c46db55fb4e3b2397a98b33b2e9dc6fbe0ed175d437a4fbcc4b9d25a7	v1.11	BDBALL_V111_001013
BDBAGG_V112_001448	47da29f2bdb5da50206935ead316ebd34358620ce45bd987ac16922ea9e83aae	v1.11	BDBALL_V111_000062
BDBAGG_V112_001449	b4fa5aed8eb0b5b71d0ece2bb0a61774e9f86d1a722c4f165aa757704a654c97	v1.10	BDBPAT_V110_000869
BDBAGG_V112_001450	fecc9b3b1956df67e45fa189ea3532c3b948d9d0a5f7aa123f094780bb02b25d	v1.11	BDBALL_V111_000914
BDBAGG_V112_001451	d4eb96e19268c89f35e0e158977d6409b9619973b527d5a5672de6cef5442bbc	v1.9	BDBPAT_V19_003232
BDBAGG_V112_001452	7e11e96fdd574b9a85231b51b53ef09263ace2f5b86a5fafffc5fc87474fb83e	v1.11	BDBALL_V111_000251
BDBAGG_V112_001453	07c4d7f30eb3c155cac40b10c329d0b05de1906007541987d700f38f6fd76435	v1.10	BDBPAT_V110_000174
BDBAGG_V112_001454	c75f6634c72988c6633788c9ea1b8853bfb87c7a50f8a442a2777023b8c54afa	v1.11	BDBALL_V111_000751
BDBAGG_V112_001455	d9e3028db135e6783a44bc9ac9a2e311efc2f66f5cda12c2c0bf01ded7411a34	v1.11	BDBALL_V111_000829
BDBAGG_V112_001456	12633487ce539ba67e33c3d79d03433b1ec79e289a9a9a32532146d03277596a	v1.10	BDBPAT_V110_000204
BDBAGG_V112_001457	19c9e557d65b1cad89bd04c4b073d75a4fbfa56ddb5ea4c8c91bed42d215424b	v1.11	BDBALL_V111_001083
BDBAGG_V112_001458	3993138776d27cbfe67d15b73d10faed806f7f5c5b52482afa4cc57d2f781aa2	v1.10	BDBPAT_V110_001244
BDBAGG_V112_001459	5cac166a0fb4dcf39fcacb720e6529f71789262d1cb8d8e1824dc13a72fb25c4	v1.10	BDBPAT_V110_001843
BDBAGG_V112_001460	2b4bee7757e9b5b3ab89cef80106c0c0ce1fb563593f00ef1111b1b4fd74ee0c	v1.11	BDBALL_V111_000178
BDBAGG_V112_001461	923b96303a186683a1e35031d04116de4afbeba0168c93b6cd02977ee6bb1d8b	v1.9	BDBPAT_V19_002239
BDBAGG_V112_001462	5fba6e3fd0b373d8afaf4cdeb2da873792644a742b8096bf93cef38a88e35940	v1.11	BDBALL_V111_000066
BDBAGG_V112_001463	cfa4eada27bf0be661954e8ccccb2344e009cd54e4d7d19ad811c8253237e11c	v1.11	BDBALL_V111_000913
BDBAGG_V112_001464	39e764f52031ce68390672d64733e9a2800286195c60abd9d4e6fc2dc83e63fe	v1.9	BDBPAT_V19_000875
BDBAGG_V112_001465	89f204c6ba61676656bbadb83f542e893d093a086baeacace699f080e44f1c30	v1.10	BDBPAT_V110_000966
BDBAGG_V112_001466	6f55b62c94535896059f930e80e66994d5d1f0c8dc59cde5822157b2fe5e944a	v1.11	BDBALL_V111_000899
BDBAGG_V112_001467	e8a8adeece186471bfc4af4a2ee63a1bfd06205429ed7155d5848e4fbca9a9df	v1.10	BDBPAT_V110_002083
BDBAGG_V112_001468	e2bf558660167921c540b1ba08dbbb8f4b709b9a85912eb764726f7ec5ce26ab	v1.11	BDBALL_V111_000407
BDBAGG_V112_001469	a5916ddad779c21f35f818ced6fa63d0cd4ceb6236d95ac114358559186664e7	v1.11	BDBALL_V111_000984
BDBAGG_V112_001470	0ce170791d663255b3bdf91f6787fbd929cb36650299c83bdcbac6e56365f1c8	v1.11	BDBALL_V111_000783
BDBAGG_V112_001471	217255977dc31e742a4c56c86a61c9b891622198b53fefae2c29cf7e5a146dc9	v1.10	BDBPAT_V110_000091
BDBAGG_V112_001472	4e5b6077c7335e6fc9b15009a4b7d1a34d62fab5989e307ef298fc23bc8040b2	v1.9	BDBPAT_V19_001218
BDBAGG_V112_001473	42ebf99bdabe73aec4f16f0733d05207cefc94efad49ad926f29b98557a08ea1	v1.9	BDBPAT_V19_001008
BDBAGG_V112_001474	366a678ecce0dc856c3e7bb6c36b675bd8fee23896f8729f5cc75a323f72cb34	v1.10	BDBPAT_V110_001456
BDBAGG_V112_001475	743e779e95bccae3742722b1fd018ef75f9f374722e639bde8b8e5649839f964	v1.11	BDBALL_V111_000410
BDBAGG_V112_001476	e2c32683de8ed277aa7d3ea3d4403f6fa36e2c9eae0a6a826834d410f77a59fb	v1.9	BDBPAT_V19_003442
BDBAGG_V112_001477	1102d77589a5ecb1281d002510d81d71ffe3b787b74af2e8c98eb6e08ca5c09c	v1.11	BDBALL_V111_000495
BDBAGG_V112_001478	f04462cc9b96b94c0d855706b7ba82da1182d7606b4119f33eec882f9cd74385	v1.9	BDBPAT_V19_003665
BDBAGG_V112_001479	34d31973e558e5be82949056149c1f2031614590fc035318aba4e70677ef16cb	v1.11	BDBALL_V111_000664
BDBAGG_V112_001480	837852f5995911802949d7aaec6fb3cc08b310f9a0f88f00819165f11f8b39ba	v1.9	BDBPAT_V19_002015
BDBAGG_V112_001481	983a0b1bd9316b2887f5d5581cc067b03e4e26e9de4f86742112fe4e990e6042	v1.9	BDBPAT_V19_002331
BDBAGG_V112_001482	5e4cfded7a583ef27f190c867a19316b1ae4aa632781c14d06de1be7aebbb1bc	v1.11	BDBALL_V111_000842
BDBAGG_V112_001483	adc58f29ea1789d730f3184087fc3f6d59ea728704be9f256c9db50b1ad03a02	v1.11	BDBALL_V111_000097
BDBAGG_V112_001484	37fa058b3125c387740e5de0f8e570b1838ed373ab84737d86d29ebb7c14869b	v1.11	BDBALL_V111_001026
BDBAGG_V112_001485	4e70ae2baaf370d68c05d0ce41cf6264971dd4d555fc9f749c533a195697d223	v1.9	BDBPAT_V19_001220
BDBAGG_V112_001486	de20283ede1e6ff1c8618d0a8c1849dc2b7a61872a9878e44494e3be8a806991	v1.9	BDBPAT_V19_003369
BDBAGG_V112_001487	a4ac4db3a4b981f3947aa735af3c33e4720913d9fb253e99d6aadeb61d6c9c03	v1.11	BDBALL_V111_000825
BDBAGG_V112_001488	b7ab561754e610ffbb02d328733d6a7c74e660dbd823b9af3ce48e0cbd55f25a	v1.9	BDBPAT_V19_002803
BDBAGG_V112_001489	f8bb3bcfa1da2ec708252fa3e3d3d42c15504b64bf6e7e7dceb5508550b5cf40	v1.9	BDBPAT_V19_003767
BDBAGG_V112_001490	0388fb2302aafd82a0a19e9c887d3123300fc49bfb1c86eb56753c754fcd5fbb	v1.11	BDBALL_V111_000186
BDBAGG_V112_001491	c8d096b9490dc017c8d94e24f6ff29a516a81c420fc3866bf32c6ac2504f5e5e	v1.9	BDBPAT_V19_003048
BDBAGG_V112_001492	5c55d7b38eb00c3181b39c319727be3cfbe9fc35cda225c8a6ba0ccc41f6422d	v1.10	BDBPAT_V110_001185
BDBAGG_V112_001493	b081845054a777c396c128a674a020225fd370f8beb13a82e526c2eaccb6683d	v1.11	BDBALL_V111_000193
BDBAGG_V112_001494	463ae139b271f29f61dd5cd6e932d7ab920064978f07731cc55c961ff6740bb1	v1.9	BDBPAT_V19_001065
BDBAGG_V112_001495	10fec2836727a9e1fca98c79c255061b13d82842efc213d80f26e6db8ee94cc7	v1.11	BDBALL_V111_000344
BDBAGG_V112_001496	e54b3fe25aec7c14f60727a3bac506f1f6d2472dac6ac54f14bfa6e7da65a79a	v1.11	BDBALL_V111_000808
BDBAGG_V112_001497	8dc679448e7f006126782857028e26d6eb160cde55128cfa437c3236f54af569	v1.11	BDBALL_V111_001041
BDBAGG_V112_001498	a0c0c88df354b3aedbfc29b93d64aafcc78d4761e715c1099cf8f8e91e3bba76	v1.11	BDBALL_V111_000560
BDBAGG_V112_001499	b1ca9b276c79b5ac53b1cd06fc1c8ff9f2c56d5c1568bd36202ea396a386244a	v1.11	BDBALL_V111_000746
BDBAGG_V112_001500	c9bcacd2433d9ec7d00b16a3d86eb5177e2e17ca5b35a3fb4505fcc562bc0aa6	v1.9	BDBPAT_V19_003065
BDBAGG_V112_001501	a987d01ebfa637b5925051b523ccbcd17624e15ef300fbf34bb389bcbfa15090	v1.10	BDBPAT_V110_002350
BDBAGG_V112_001502	a4c4c2ca1c3cdf383ad5cb46445644abca4c2d85767dc37991071d761902ef5d	v1.9	BDBPAT_V19_002504
BDBAGG_V112_001503	54ca6011dbbf47d7dd57aed0e584d485ff3348bcc83abba55253e1b2a75a40d8	v1.9	BDBPAT_V19_001312
BDBAGG_V112_001504	084a3b9df989772e8c84cae486cbaed103f60a172fe68509a85184814a12070b	v1.10	BDBPAT_V110_000068
BDBAGG_V112_001505	8d9d0f6dbfae1c5f5a6a7b35d7338f2b54b2897ddbb1799025ff0e28fc2ecfcf	v1.9	BDBPAT_V19_002168
BDBAGG_V112_001506	2a2e264f3136b0624d13da01949ff2449d4d197bdb9e1db399fd59ba0c8c4f2e	v1.10	BDBPAT_V110_001201
BDBAGG_V112_001507	0450e46127ee26fe6d60d0d4c4358940e9b9ccacede6be76b335955c0e5cefa7	v1.10	BDBPAT_V110_000166
BDBAGG_V112_001508	db04e598e786a987ff7d68e2b566f9e4e8c3be0cd00975b497a35ccc76af13d0	v1.11	BDBALL_V111_000413
BDBAGG_V112_001509	0b37077ffa69a8ecd0f314a9b1719593ae64b748e2812f312fd7b1b8430452c4	v1.10	BDBPAT_V110_000347
BDBAGG_V112_001510	4b21d224d813b1e2a437bcd8e57f022a4c54fb161136341a81aebe699e3f4feb	v1.10	BDBPAT_V110_001566
BDBAGG_V112_001511	8306330efc3642396515e1e581d919d528d20bc1b05328367116a32f2b0708ec	v1.10	BDBPAT_V110_001673
BDBAGG_V112_001512	bf3d0487b814b1bc71c730d187c858e1ef2b013902dbb72aab5715ac33725bb6	v1.11	BDBALL_V111_000575
BDBAGG_V112_001513	e19f4c6206546f8a6314afb775c0420d40c00eb6cf94a46bacf68af14ee7c5c8	v1.11	BDBALL_V111_000935
BDBAGG_V112_001514	3c783a1627e485dff092dbb09197618e2e1aa29389d5e3116592b1541b1ea54e	v1.10	BDBPAT_V110_001426
BDBAGG_V112_001515	6285d29a0d9936e36dc3cf0512b620e172cac8788e8070f491d033eb21608022	v1.10	BDBPAT_V110_000531
BDBAGG_V112_001516	81e62ef85bbb51336558c551ea5ddad1ea55a233702a4c3ba446f873fa65b095	v1.10	BDBPAT_V110_002281
BDBAGG_V112_001517	4b07716235f701b68457b731d8dd822b9e3f4362653fa91e55e9dd7708283a3d	v1.11	BDBALL_V111_000801
BDBAGG_V112_001518	84193560adfa6eb4a7f1e77d0055927227dc5846b1ad5d1dec008379df756566	v1.10	BDBPAT_V110_002469
BDBAGG_V112_001519	16d51e17057076aed5d3fb15746a61d5bc3ed606a1d4f5f034931e0cb0716fef	v1.10	BDBPAT_V110_000633
BDBAGG_V112_001520	1d6f1154f45b27ac2de821d6714cce1f120fd345f347de32580fe36161978fae	v1.10	BDBPAT_V110_000098
BDBAGG_V112_001521	3be91adf2278fc50ba6d84eadebde5a14db7e54fb082870ece2367d82ba41bc3	v1.10	BDBPAT_V110_001223
BDBAGG_V112_001522	311814371bbf73c40e13880af6a2a5006ad3169091898780fe45debeb95f7e70	v1.10	BDBPAT_V110_001359
BDBAGG_V112_001523	4f9d88fb312e82c014f0e1199a5cd55246e6b85d7dfb1eed83458092f0678628	v1.11	BDBALL_V111_000513
BDBAGG_V112_001524	9b1aa3f3f5a954c303a86cb46805e03559301e4b26c4b55659469e7e57ce6ac3	v1.11	BDBALL_V111_000668
BDBAGG_V112_001525	e1dcdf29921d32da2ed4baa76e099fdf725c746ef334fffd59fd21666af806ce	v1.10	BDBPAT_V110_002103
BDBAGG_V112_001526	9d4434a3863887e57c5e3ff01dc3766111e8ac707896dd76ec8effb8fe27157b	v1.11	BDBALL_V111_000416
BDBAGG_V112_001527	52d7d6a3e457186571cf62ef14818b48c24db5c1201235e7d5208e6fa78d8875	v1.10	BDBPAT_V110_001007
BDBAGG_V112_001528	3ffe3765b77124cd7d1a376c193f41fb8430f50db5c306ef52f652a7bccc0e42	v1.10	BDBPAT_V110_000396
BDBAGG_V112_001529	8d6ea5607343ca4dba0bd9989d16d304e5a84b646d09bf3e7b899024013c389e	v1.10	BDBPAT_V110_001531
BDBAGG_V112_001530	0a93645428607883a475c16c71897b0a31d1ac0587e205cc47e4e1383c6edeb0	v1.9	BDBPAT_V19_000140
BDBAGG_V112_001531	b9c31bdf27f2ff08799ab66eff9861aa82e52f5c2e10c8f91543cae12a4ed8d9	v1.11	BDBALL_V111_000127
BDBAGG_V112_001532	63f04a57e2b06d4f89a92f75e5642750eae3d2447a6b21880ee410c4d3d29ac6	v1.10	BDBPAT_V110_000411
BDBAGG_V112_001533	eb5eaf7f0d0b78ad1ff251cecd2d90b2d0b0f71d640252c7abfecb155c056826	v1.11	BDBALL_V111_000855
BDBAGG_V112_001534	2f1881e702af7cd3d2714257b63ecbd7adb4bc15ecb8bf807c7df10d92a0b23c	v1.9	BDBPAT_V19_000699
BDBAGG_V112_001535	772522dc815d5eac18772953bf08bae48f13038315d37e85e90cdc75308b421e	v1.10	BDBPAT_V110_001931
BDBAGG_V112_001536	665411b5badc27bae5f6ed448efc821578681db62d377ab8f94ad1a66f3f70ee	v1.11	BDBALL_V111_000491
BDBAGG_V112_001537	d96588676f77a72553eda0faacf71c1218b081d900f09d6b9eb604d0578cd0aa	v1.11	BDBALL_V111_000287
BDBAGG_V112_001538	0a94946cabdf576e2df8177a37f323d024baa0ac8fb0339c0eba685627bb884d	v1.10	BDBPAT_V110_000289
BDBAGG_V112_001539	0824b68d7587f55af923e075160d526e334c6fc5d4836fc9ab4c65ae8a83d373	v1.10	BDBPAT_V110_002071
BDBAGG_V112_001540	1e0a7db6d22ad2741a78575eae0f3fff9abc6482052262aca5d4cca3ae24073a	v1.10	BDBPAT_V110_002036
BDBAGG_V112_001541	f28eb1b8cc5d5677f237ea2a51e6e889c440691b57519ea4d2f6435f114f9033	v1.10	BDBPAT_V110_002305
BDBAGG_V112_001542	a6bdcf30bb1a941ccc96160365a2912c7ae34bbdbfcf05beab2e423df2edbe15	v1.9	BDBPAT_V19_002536
BDBAGG_V112_001543	007730504800fa95d7eabdc2fa3dc936aee6aaff9deb9fcb6f566b25599b94ac	v1.11	BDBALL_V111_000001
BDBAGG_V112_001544	03415d37db8be8a970cbfcd9f6aff57645080b7461a1429a6d1ba6929445a2c2	v1.11	BDBALL_V111_000242
BDBAGG_V112_001545	1964c2acb8c30a42fb29133d17c5971f85e1a67f1abb40f59a874710ceeec25b	v1.10	BDBPAT_V110_000646
BDBAGG_V112_001546	41b3f6c0c6cb0cb53bccab446284d6865310080aa0e3c0887b4fbfa63c54fcc4	v1.9	BDBPAT_V19_000982
BDBAGG_V112_001547	9e86a83d13490deed31e060d71d68609dd605aeaf4c21a4e45b3ad210d54b1fe	v1.10	BDBPAT_V110_002370
BDBAGG_V112_001548	b78c90684a178ebbe6d70b43f5da1fa66c82d087c8178ec1b5957214183c9d78	v1.11	BDBALL_V111_000682
BDBAGG_V112_001549	e67de4737a4512655dab1b47eff4cec1df75f33626dd1291889ab2b2c0c466b2	v1.11	BDBALL_V111_000351
BDBAGG_V112_001550	166da269c44097cedce5003d4eee5d73e4037b19557bcff7e88087d4074a01dd	v1.10	BDBPAT_V110_000554
BDBAGG_V112_001551	dc4c3f864c0ed9da0284c3cb41f703d4c39e02b1e9cd67deef7d30cd6af7c7f7	v1.9	BDBPAT_V19_003339
BDBAGG_V112_001552	70b17a747b4ac841f5fdf6c02943d458f6a1949d0eb1cf391ec9a45505538037	v1.11	BDBALL_V111_000487
BDBAGG_V112_001553	08537c20a2492e4a6598b35c1d1988fd9a4ee041698d6771a35437a09ef2e92a	v1.10	BDBPAT_V110_002107
BDBAGG_V112_001554	899d2b586f05a2d63e81df8dca1ea537d84a9921a7dc743603c8ca0c580e6244	v1.9	BDBPAT_V19_002100
BDBAGG_V112_001555	42b4898ac0b5685a7aceeef0caba831bf24e8caa660182d1521201c0febe0cb0	v1.9	BDBPAT_V19_001005
BDBAGG_V112_001556	4c06adf2185e82409197997c964dae4a46092b1f71cda0e3716ed29d65d721d0	v1.9	BDBPAT_V19_001176
BDBAGG_V112_001557	2f6dc9e8399cc091d2981a26e710ac782b03fc46c6c14531cea45892f402b506	v1.10	BDBPAT_V110_001255
BDBAGG_V112_001558	6b3a67195365133887b6b4a8e487b9861adc8508fd2653154dd0764111e96948	v1.10	BDBPAT_V110_000863
BDBAGG_V112_001559	e37e0137d97d45fbf4e09ac23b577647505be02630607919cae2f5fe8d318c20	v1.11	BDBALL_V111_000979
BDBAGG_V112_001560	4d47fb5384ceca21a065361d22ef0ab68fbcb74e41d2815ac84a33a4a7ec1179	v1.10	BDBPAT_V110_001694
BDBAGG_V112_001561	8ddcc3fc3e372be2cf44823e9ed8aac81352f3ba05979feed6dd02de0a1e0792	v1.11	BDBALL_V111_001069
BDBAGG_V112_001562	25aa3146b79a77065f11026dc470c76cb8acc890aa83c981f38fcbd2bb0c0cac	v1.9	BDBPAT_V19_000555
BDBAGG_V112_001563	408af83c707496e48a9a89fa50de150a1602b69cf7a3a64fa25894b82f5e8543	v1.10	BDBPAT_V110_001179
BDBAGG_V112_001564	7578cd22f6a5018b654cae6a3c22d10a0459fd2cb920951747a1fd21b2544295	v1.10	BDBPAT_V110_002299
BDBAGG_V112_001565	e02c042add61a59a673124d29e9242b6f43bb1ec8709db5ccddbac168d0a1d57	v1.11	BDBALL_V111_000912
